Sequence,Timestamp_ms,Distance_m,SNR_dB,SNR_EMA_dB,PacketLost,PerRadio_EMA,AuthFail,PerAuth_EMA,Battery,SelectedMode,ModeSwitched,Cost_CTR,Cost_CBC,Cost_GCM,Latency_ms,Latitude,Longitude
817,818305,64.03,1,2.794,0,0.001,0,0.1662,0.6317,CTR,0,0.4015,0.4929,0.5021,242.13,22.720054,75.85832
818,819307,68.43,3,2.855,0,0.0007,0,0.1662,0.639,CTR,0,0.3997,0.4908,0.5001,242.39,22.720105,75.858369
819,820307,61.13,2,2.599,0,0.0005,0,0.1662,0.6416,CTR,0,0.399,0.49,0.4992,241.85,22.720032,75.858301
820,821311,64.83,3,2.719,0,0.0003,0,0.1662,0.6397,CTR,0,0.3992,0.4904,0.4995,241.27,22.720063,75.858323
821,822312,68.9,4,3.103,0,0.0002,0,0.1662,0.6403,CTR,0,0.399,0.4901,0.4993,242.45,22.720106,75.858354
822,823316,57.75,7,4.272,0,0.0002,0,0.1662,0.6413,CTR,0,0.3987,0.4898,0.499,240.4,22.720004,75.858269
823,824316,64.01,5,4.491,0,0.0001,0,0.1662,0.6391,CTR,0,0.3991,0.4903,0.4995,240.24,22.720082,75.858332
824,825317,63.87,7,5.243,0,0.0001,0,0.1662,0.6384,CTR,0,0.3993,0.4905,0.4996,242.1,22.720081,75.858305
825,826318,67.69,2,4.27,0,0.0001,0,0.1662,0.6417,CTR,0,0.3986,0.4896,0.4988,242.59,22.720124,75.858337
826,827320,54.85,4,4.189,0,0,0,0.1662,0.6427,CTR,0,0.3983,0.4894,0.4985,244.46,22.719975,75.85822
827,828323,59.1,8,5.333,0,0,0,0.1164,0.6409,GCM,0,0.3987,0.4898,0.4444,327.07,22.720059,75.858293
828,829323,60.18,5,5.233,0,0,0,0.1164,0.6314,CTR,0,0.4006,0.4922,0.4467,243.5,22.720032,75.858307
829,830325,61.69,6,5.463,0,0,0,0.1164,0.6444,CTR,0,0.398,0.4889,0.4435,241.73,22.720044,75.85829
830,831325,51.52,6,5.624,0,0,0,0.1164,0.6383,CTR,0,0.3992,0.4904,0.445,241.35,22.719974,75.858188
831,832326,59.17,5,5.437,0,0,0,0.1164,0.6425,CTR,0,0.3983,0.4894,0.4439,239.73,22.72005,75.858254
832,833326,58.2,1,4.106,0,0,0,0.1164,0.6426,CTR,0,0.3983,0.4894,0.4439,242.54,22.720001,75.858265
833,834328,57.88,4,4.074,0,0,0,0.1164,0.6338,CTR,0,0.4001,0.4916,0.4461,241.95,22.720009,75.85827
834,835330,54.57,2,3.452,0,0,0,0.1164,0.6487,CTR,0,0.3971,0.4878,0.4424,240,22.719986,75.858235
835,836331,58.94,6,4.216,0,0,0,0.1164,0.6377,CTR,0,0.3993,0.4906,0.4451,242.21,22.720036,75.858259
836,837333,58.56,5,4.451,0,0,0,0.1164,0.6361,CTR,0,0.3996,0.491,0.4455,242.07,22.720027,75.858271
837,838334,45,5,4.616,0,0,0,0.1164,0.6365,CTR,0,0.3996,0.4909,0.4454,242.65,22.71988,75.858172
838,839337,53.89,3,4.131,0,0,0,0.1164,0.6352,CTR,0,0.3998,0.4912,0.4457,239.9,22.720009,75.858212
839,840337,48.42,8,5.292,0,0,0,0.1164,0.6333,CTR,0,0.4002,0.4917,0.4462,241.9,22.719949,75.858175
840,841339,58.78,3,4.604,0,0,0,0.1164,0.6325,CTR,0,0.4004,0.4919,0.4464,240.53,22.720043,75.85825
841,842340,50.57,8,5.623,0,0,0,0.1164,0.6325,CTR,0,0.4004,0.4919,0.4464,242.95,22.719947,75.858187
842,843344,50.89,6,5.736,0,0,0,0.1164,0.6278,CTR,0,0.4013,0.4931,0.4475,244.23,22.719988,75.858205
843,844344,59.65,3,4.915,0,0,0,0.1164,0.6348,CTR,0,0.3999,0.4913,0.4458,242.02,22.720045,75.858275
844,845344,55.39,5,4.941,0,0,0,0.1164,0.6297,CTR,0,0.4009,0.4926,0.447,240.54,22.719982,75.858231
845,846345,47,6,5.258,0,0,0,0.1164,0.6296,CTR,0,0.401,0.4926,0.4471,240.96,22.719942,75.858146
846,847347,56.09,1,3.981,0,0,0,0.1164,0.6273,CTR,0,0.4014,0.4932,0.4476,241.49,22.720008,75.858264
847,848350,50.22,5,4.287,0,0,0,0.0815,0.6324,GCM,0,0.4004,0.4919,0.4094,311.73,22.719946,75.858193
848,849351,48.93,8,5.401,0,0,0,0.0815,0.6299,CTR,0,0.4009,0.4925,0.4101,240.71,22.719943,75.858142
849,850354,44.26,7,5.88,0,0,0,0.0815,0.6266,CTR,0,0.4016,0.4933,0.4108,243.76,22.719902,75.858132
850,851355,48.15,8,6.516,0,0,0,0.0815,0.623,CTR,0,0.4023,0.4942,0.4117,240.7,22.719932,75.858163
851,852356,56.03,0,4.561,0,0,0,0.0815,0.6297,CTR,0,0.4009,0.4926,0.4101,242.25,22.720016,75.85825
852,853359,46.96,5,4.693,0,0,0,0.0815,0.6323,CTR,0,0.4004,0.4919,0.4095,241.26,22.719915,75.858152
853,854360,43.01,10,6.285,0,0,0,0.0815,0.6261,CTR,0,0.4017,0.4935,0.411,239.62,22.719891,75.858122
854,855361,46.86,7,6.5,0,0,0,0.0815,0.6248,CTR,0,0.4019,0.4938,0.4113,238.92,22.71991,75.85815
855,856362,49.34,3,5.45,0,0,0,0.0815,0.6335,CTR,0,0.4002,0.4916,0.4092,241.04,22.719938,75.858169
856,857364,51.68,8,6.215,0,0,0,0.0815,0.6242,CTR,0,0.4021,0.494,0.4114,241.54,22.719981,75.85821
857,858367,44.13,5,5.85,0,0,0,0.0815,0.6296,CTR,0,0.4009,0.4926,0.4101,243.49,22.719884,75.85813
858,859369,50.72,8,6.495,0,0,0,0.0815,0.6228,CTR,0,0.4023,0.4943,0.4118,242.96,22.719968,75.85817
859,860369,41.47,6,6.347,0,0,0,0.0815,0.6294,CTR,0,0.401,0.4926,0.4102,239.31,22.719887,75.858094
860,861372,54.44,3,5.343,0,0,0,0.0815,0.623,CTR,0,0.4023,0.4943,0.4117,241.29,22.719998,75.858232
861,862374,52.96,5,5.24,0,0,0,0.0815,0.6253,CTR,0,0.4018,0.4937,0.4112,240.72,22.719958,75.858209
862,863377,44.66,8,6.068,0,0,0,0.0815,0.6234,CTR,0,0.4022,0.4941,0.4116,240.08,22.719896,75.858143
863,864378,51.04,3,5.148,0,0,0,0.0815,0.6186,CTR,0,0.4032,0.4953,0.4128,243.19,22.719969,75.858172
864,865380,57.71,5,5.103,0,0,0,0.0815,0.6245,CTR,0,0.402,0.4939,0.4114,242.38,22.720009,75.858262
865,866385,51.65,5,5.072,0,0,0,0.0815,0.6233,CTR,0,0.4022,0.4942,0.4117,244.43,22.719944,75.858228
866,867387,45.98,11,6.851,0,0,0,0.0815,0.6228,CTR,0,0.4023,0.4943,0.4118,241.16,22.719914,75.858154
867,868390,45.3,9,7.495,0,0,0,0.057,0.6193,GCM,0,0.4031,0.4952,0.3873,302.63,22.719913,75.858138
868,869390,41.52,12,8.847,0,0,0,0.057,0.6189,CTR,0,0.4031,0.4953,0.3874,241.62,22.719891,75.858104
869,870392,46.69,6,7.993,0,0,0,0.057,0.6194,CTR,0,0.403,0.4952,0.3873,240.17,22.719909,75.858152
870,871395,46.46,6,7.395,0,0,0,0.057,0.6187,CTR,0,0.4032,0.4953,0.3875,240.7,22.719941,75.858167
871,872395,44.67,4,6.376,0,0,0,0.057,0.6083,CTR,0,0.4053,0.4979,0.39,241.91,22.71989,75.858136
872,873396,52.29,4,5.664,0,0,0,0.057,0.612,CTR,0,0.4045,0.497,0.3891,242.12,22.719971,75.858224
873,874397,43.13,3,4.864,0,0,0,0.057,0.6191,CTR,0,0.4031,0.4952,0.3874,241.4,22.719887,75.858104
874,875397,26.8,10,6.405,0,0,0,0.057,0.6196,CTR,0,0.403,0.4951,0.3873,243.05,22.719729,75.857969
875,876400,47.42,6,6.284,0,0,0,0.057,0.6142,CTR,0,0.4041,0.4965,0.3886,242.36,22.719931,75.858164
876,877400,54.25,2,4.999,0,0,0,0.057,0.6122,CTR,0,0.4045,0.497,0.389,242.62,22.720023,75.858216
877,878401,36.06,7,5.599,0,0,0,0.057,0.6138,CTR,0,0.4042,0.4965,0.3886,241.74,22.719818,75.858055
878,879402,36.25,6,5.719,0,0,0,0.057,0.6212,CTR,0,0.4027,0.4947,0.3869,240.92,22.719813,75.858085
879,880404,33.76,9,6.703,0,0,0,0.057,0.6108,CTR,0,0.4048,0.4973,0.3894,243.24,22.71983,75.858017
880,881404,41.36,5,6.192,0,0,0,0.057,0.6125,CTR,0,0.4044,0.4969,0.389,242.68,22.719889,75.858094
881,882406,37.29,9,7.035,0,0,0,0.057,0.6108,CTR,0,0.4048,0.4973,0.3894,244.57,22.71983,75.858049
882,883406,42.61,4,6.124,0,0,0,0.057,0.6049,CTR,0,0.406,0.4988,0.3908,241.49,22.719866,75.858109
883,884407,45.21,3,5.187,0,0,0,0.057,0.6066,CTR,0,0.4056,0.4983,0.3904,242.36,22.719914,75.858122
884,885409,34.93,7,5.731,0,0,0,0.057,0.6076,CTR,0,0.4054,0.4981,0.3902,241.1,22.719838,75.858055
885,886411,33.08,12,7.612,0,0,0,0.057,0.6113,CTR,0,0.4047,0.4972,0.3893,242.1,22.719797,75.858025
886,887412,40.38,7,7.428,0,0,0,0.057,0.6119,CTR,0,0.4046,0.497,0.3891,241.28,22.719896,75.858082
887,888415,41.5,3,6.1,0,0,0,0.0399,0.6119,GCM,1,0.4045,0.497,0.3716,300.73,22.719886,75.858085
888,889416,40.31,6,6.07,0,0,0,0.0279,0.6073,GCM,0,0.4055,0.4982,0.3606,298.6,22.719864,75.858088
889,890418,41.24,4,5.449,0,0,0,0.0196,0.61,GCM,0,0.4049,0.4975,0.3516,291.71,22.719884,75.858116
890,891418,33.47,6,5.614,0,0,0,0.0137,0.6208,GCM,0,0.4028,0.4948,0.3431,292.29,22.719819,75.85804
891,892419,27.28,12,7.53,0,0,0,0.0096,0.6176,GCM,0,0.4034,0.4956,0.3398,289.47,22.719726,75.85795
892,893419,30.04,12,8.871,0,0,0,0.0067,0.6103,GCM,0,0.4049,0.4974,0.3387,290.91,22.719765,75.858017
893,894421,36.13,11,9.51,0,0,0,0.0047,0.6036,GCM,0,0.4063,0.4991,0.3383,289.83,22.719804,75.858053
894,895422,26.71,8,9.057,0,0,0,0.0033,0.6029,GCM,0,0.4064,0.4993,0.337,290.03,22.71975,75.857964
895,896422,24.62,10,9.34,0,0,0,0.0023,0.61,GCM,0,0.4049,0.4975,0.3344,289.21,22.719748,75.857948
896,897423,24.04,8,8.938,0,0,0,0.0016,0.6082,GCM,0,0.4053,0.4979,0.3341,286.24,22.719713,75.857916
897,898424,23.27,10,9.256,0,0,0,0.0011,0.6013,GCM,0,0.4067,0.4997,0.3353,287.2,22.719708,75.857947
898,899425,33.37,9,9.18,0,0,0,0.0008,0.6013,GCM,0,0.4067,0.4997,0.335,289.47,22.719801,75.858066
899,900426,33.4,6,8.226,0,0,0,0.0006,0.6015,GCM,0,0.4067,0.4996,0.3347,286.26,22.719795,75.858004
900,901427,26.66,6,7.558,0,0,0,0.0004,0.6011,GCM,0,0.4068,0.4997,0.3346,289.15,22.719745,75.857928
